timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.0141372,-1.5,nan,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.0361283,-1.5,nan,0,0,0,0,0
30,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,-3.59554e-12,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.606327,-1.5,nan,0,0,0,0,0
40,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.629889,-1.5,nan,0,0,0,0,0
50,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,-3.59554e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.659734,-1.5,nan,0,0,0,0,0
60,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.69115,-1.5,nan,0,0,0,0,0
70,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,-3.59554e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.725707,-1.5,nan,0,0,0,0,0
80,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.757123,-1.5,nan,0,0,0,0,0
90,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,-3.59554e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.804247,-1.5,nan,0,0,0,0,0
100,-3.11382e-12,5.20103e-38,-1.50103e-06,-3.18057e-12,5.20055e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.843517,-1.5,nan,0,0,0,0,0
