timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.0141372,-1.5,-nan,0,0,0,0,0
20,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.620464,-1.5,-nan,0,0,0,0,0
30,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.642455,-1.5,-nan,0,0,0,0,0
40,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.727278,-1.5,-nan,0,0,0,0,0
50,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.791668,-1.5,-nan,0,0,0,0,0
60,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.823995,-1.5,-nan,0,0,0,0,0
70,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.85495,-1.5,-nan,0,0,0,0,0
80,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.891696,-1.5,-nan,0,0,0,0,0
90,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.918536,-1.5,-nan,0,0,0,0,0
100,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13707e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.946882,-1.5,-nan,0,0,0,0,0
110,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.971541,-1.5,-nan,0,0,0,0,0
120,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.997584,-1.5,-nan,0,0,0,0,0
130,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.02024,-1.5,-nan,0,0,0,0,0
140,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.04522,-1.5,-nan,0,0,0,0,0
150,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.06598,-1.5,-nan,0,0,0,0,0
160,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.08692,-1.5,-nan,0,0,0,0,0
170,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13711e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.10603,-1.5,-nan,0,0,0,0,0
180,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,0,-1.13711e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.12621,-1.5,-nan,0,0,0,0,0
190,-3.71054e-12,0,-1.5774e-06,-3.84226e-12,0,-3.40902e-12,-1.13712e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.14376,-1.5,-nan,0,0,0,0,0
