timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
20,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
30,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
40,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
50,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
60,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
70,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
80,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
90,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
100,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
110,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
120,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
130,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
140,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
150,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
160,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
170,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
180,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
190,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
200,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
210,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
220,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
230,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
240,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
250,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
260,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
270,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
280,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
290,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
300,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
310,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
320,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
330,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
340,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
350,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
360,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
370,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
380,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
390,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
400,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
410,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
420,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
430,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
440,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06601e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
450,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06601e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
460,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06601e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
470,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
480,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
490,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
500,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
510,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
520,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
530,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
540,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
550,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06604e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
560,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06604e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
570,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06604e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
580,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
590,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
600,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
610,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
620,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
630,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
640,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
650,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
660,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
670,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
680,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
690,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
700,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06608e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
710,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06608e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
720,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06608e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
730,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
740,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
750,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
760,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
770,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
780,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
790,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
800,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
810,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06611e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
820,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06611e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
830,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06611e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
840,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
850,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
860,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
870,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
880,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06613e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
890,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06613e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
900,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06613e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
910,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06613e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
920,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06614e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
930,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06614e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
940,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06614e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
950,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06615e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
960,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06615e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
970,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06615e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
980,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06615e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
990,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06616e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
1000,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06616e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
1010,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,-3.40902e-12,-1.06616e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
1020,-3.21152e-12,6.80992e-38,-1.53456e-06,-3.27738e-12,6.80944e-38,0,-1.06616e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,-nan,0,0,0,0,0
