timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy,detectionTimeStamppTermX,dTermX,pTermY,dTermY,vxcmd,vycmd
6998,0,0,0,0,0,-1.53085,-0.329624,-0.525122,-0.109091,-1.53085,-0.329624,5,0,-1.5,0,0,-0.0305986,-0.00613116,-1.57104,0.158481,0.0329083,0,0,0,0,0
7016,0,0,0,0,0,-2.08314,-0.443312,-0.555533,-0.113235,-2.08314,-0.443312,5,0,-1.5,0,0,-0.030869,-0.00596908,-1.5713,0.167201,0.0341216,0,0,0,0,0
7030,0,0,0,0,0,-2.75866,-0.578998,-0.578048,-0.114284,-2.75866,-0.578998,5,0,-1.5,0,0,-0.0310544,-0.0058347,-1.57167,0.173787,0.0344329,0,0,0,0,0
7047,0,0,0,0,0,-3.155,-0.656737,-0.587353,-0.114318,-3.155,-0.656737,5,0,-1.5,0,0,-0.0313367,-0.00581972,-1.57201,0.176425,0.0345097,0,0,0,0,0
7062,0,0,0,0,0,-3.155,-0.656737,-0.587353,-0.114318,-3.155,-0.656737,5,0,-1.5,0,0,-0.0312762,-0.00581763,-1.57203,0.176425,0.0345097,0,0,0,0,0
7077,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.0311661,-0.00582938,-1.57203,0.177074,0.0344939,0,0,0,0,0
7092,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.0310664,-0.00583473,-1.57205,0.177074,0.0344939,0,0,0,0,0
7107,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.0310205,-0.00585758,-1.57206,0.177074,0.0344939,0,0,0,0,0
7122,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.0310152,-0.00585033,-1.57208,0.177074,0.0344939,0,0,0,0,0
7137,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.0310759,-0.00584227,-1.57208,0.177074,0.0344939,0,0,0,0,0
7152,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.031231,-0.00580578,-1.57209,0.177074,0.0344939,0,0,0,0,0
7167,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.031269,-0.00578537,-1.57209,0.177074,0.0344939,0,0,0,0,0
7182,0,0,0,0,0,-3.25501,-0.676171,-0.589341,-0.114291,-3.25501,-0.676171,5,0,-1.5,0,0,-0.0312447,-0.00577118,-1.5721,0.177074,0.0344939,0,0,0,0,0
