timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArea
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00779127,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00759068,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
30,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.94592e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
40,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.66296e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
50,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.40583e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
60,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.04052e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
70,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.7862e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
80,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.5551e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
90,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.24163e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
100,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.94117e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
110,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13707e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.13403e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
120,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.27734e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
130,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.90309e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
140,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.64176e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
150,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.44917e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
160,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.27349e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
170,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.1551e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
180,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13711e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.02368e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
190,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13711e-13,0,0,0,0,0,0,0,0,0,0,-1.4,0,-1470583649,-1367288264,-1470583649,-1367288264,-1367288224,-1367288224,-1367288184,1579333274,0,-0.261799,-3.73297e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,0
200,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13712e-13,0,0,0,0,0,0,0,0,0,0,-1.4,0,-1470583649,-1367288264,-1470583649,-1367288264,-1367288224,-1367288224,-1367288184,1579333274,0,-0.261799,-3.6369e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,0
210,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13712e-13,0,0,0,0,0,0,0,0,0,0,-1.4,0,-1470583649,-1367288264,-1470583649,-1367288264,-1367288224,-1367288224,-1367288184,1579333274,0,-0.261799,-3.52179e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,0
220,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13713e-13,0,0,0,0,0,0,0,0,0,0,-1.4,0,-1470583649,-1367288264,-1470583649,-1367288264,-1367288224,-1367288224,-1367288184,1579333274,0,-0.261799,-3.41731e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,0
230,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13714e-13,0,0,-9.7452,-1.28075,-0.327385,0,0,0,0,0,-1.29808,-1.28075,189,63,189,63,229,63,189,102,0,-0.261799,-3.27566e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1560
240,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13714e-13,0,0,-9.7452,-1.28075,-0.327385,0,0,0,0,0,-1.29808,-1.28075,189,63,189,63,229,63,189,102,0,-0.261799,-3.17205e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1560
250,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13715e-13,0,0,-9.7452,-1.28075,-0.327385,0,0,0,0,0,-1.29808,-1.28075,189,63,189,63,229,63,189,102,0,-0.261799,-3.02188e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1560
260,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13715e-13,0,0,-9.7452,-1.28075,-0.327385,0,0,0,0,0,-1.29808,-1.28075,189,63,189,63,229,63,189,102,0,-0.261799,-2.92629e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1560
270,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13716e-13,0,0,-9.99824,-1.32829,-0.278761,0,0,0,0,0,-1.3993,-1.32829,190,63,190,63,229,63,190,101,0,-0.261799,-2.79925e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1482
280,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13716e-13,0,0,-9.99824,-1.32829,-0.278761,0,0,0,0,0,-1.3993,-1.32829,190,63,190,63,229,63,190,101,0,-0.261799,-2.70514e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1482
290,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13717e-13,0,0,-9.99824,-1.32829,-0.278761,0,0,0,0,0,-1.3993,-1.32829,190,63,190,63,229,63,190,101,0,-0.261799,-2.5877e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1482
300,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13717e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0,-0.261799,-2.5058e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1521
310,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13718e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0,-0.261799,-2.42649e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1521
320,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13718e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0,-0.261799,-2.30684e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1521
330,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.13719e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0,-0.261799,-2.23383e-05,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0,1521
340,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13719e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0.261799,-0.261799,-2.11052e-05,-1.5,-nan,0,0,3,-1.38135,-1.33138,0,0,0,0,-0.375081,-0.228074,1521
350,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,-3.96878e-12,-1.1372e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0.261799,-0.261799,-2.03957e-05,-1.5,-nan,0,0,3,-1.38773,-1.33526,0,0,0,0,-0.375081,-0.228074,1521
360,-3.34207e-12,1.22136e-38,-1.61326e-06,-3.40794e-12,1.22125e-38,0,-1.13721e-13,0,0,-9.87179,-1.31154,-0.310256,0,0,0,0,0,-1.34872,-1.31154,190,63,190,63,229,63,190,102,0.261799,-0.261799,-1.95102e-05,-1.5,-nan,0,0,3,-1.39598,-1.34028,0,0,0,0,-0.375081,-0.228074,1521
