timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OTfiltered_vx,filtered_vy
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00779127,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
20,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00144146,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
30,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00138733,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
40,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00132158,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
50,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00126154,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
60,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00120677,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
70,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00115675,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
80,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00110653,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
90,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00102371,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
100,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13707e-13,0,0,-3.01739,-0.063166,-0.0510516,0,0,0,0,0,0.982612,-0.063166,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0,-0.261799,0.000979222,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
110,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13708e-13,0,0,-3.04133,-0.0489501,-0.0548311,0,0,0,0,0,0.95867,-0.0489501,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0,-0.261799,0.000915466,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
120,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13708e-13,0,0,-3.04133,-0.0489501,-0.0548311,0,0,0,0,0,0.95867,-0.0489501,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0,-0.261799,0.000877483,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
130,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13709e-13,0,0,-3.03453,-0.0589189,-0.0412935,0,0,0,0,0,0.965468,-0.0589189,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0,-0.261799,0.000837663,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
140,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13709e-13,0,0,-3.04087,-0.0548825,-0.0575956,0,0,0,0,0,0.959135,-0.0548825,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0,-0.261799,0.000798005,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
150,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.1371e-13,0,0,-3.08419,-0.0518797,-0.0237432,0,0,0,0,0,0.915809,-0.0518797,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.0869708,-0.261799,0.000741553,-1.5,-nan,0,0,3,0.925651,-0.0516067,0,0,0,0,-0.479725,0.0545968
160,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.1371e-13,0,0,-3.08419,-0.0518797,-0.0237432,0,0,0,0,0,0.915809,-0.0518797,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.0830405,-0.261799,0.000709326,-1.5,-nan,0,0,3,0.915097,-0.0504056,0,0,0,0,-0.479725,0.0545968
170,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13711e-13,0,0,-3.07033,-0.0472494,-0.0307876,0,0,0,0,0,0.929674,-0.0472494,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.0724999,-0.261799,0.000626844,-1.5,-nan,0,0,3,0.916198,-0.0471843,0,0,0,0,-0.2284,0.0545969
180,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13711e-13,0,0,-3.04373,-0.052618,-0.0542947,0,0,0,0,0,0.956273,-0.052618,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.14959,-0.261799,0.000597216,-1.5,-nan,0,0,3,0.912502,-0.0524563,0,0,0,0,-0.215736,0.0147043
190,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13712e-13,0,0,-3.04373,-0.052618,-0.0542947,0,0,0,0,0,0.956273,-0.052618,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.14882,-0.261799,0.000578314,-1.5,-nan,0,0,3,0.909051,-0.052221,0,0,0,0,-0.215736,0.0147043
200,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13718e-13,0,0,-3.06104,-0.058603,-0.0293743,0,0,0,0,0,0.938958,-0.058603,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.171878,-0.261799,0.000550935,-1.5,-nan,0,0,3,0.937331,-0.0532252,0,0,0,0,-0.0926938,0.00152258
210,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13718e-13,0,0,-3.04312,-0.0554047,-0.0564015,0,0,0,0,0,0.956879,-0.0554047,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.178339,-0.261799,0.000520614,-1.5,-nan,0,0,3,0.947572,-0.0548957,0,0,0,0,-0.0412694,0.000859761
220,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13712e-13,0,0,-3.04312,-0.0554047,-0.0564015,0,0,0,0,0,0.956879,-0.0554047,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.17828,-0.261799,0.000499013,-1.5,-nan,0,0,3,0.946705,-0.0548777,0,0,0,0,-0.0412694,0.000859761
230,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13714e-13,0,0,-3.06147,-0.0552935,-0.0288223,0,0,0,0,0,0.938527,-0.0552935,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.192964,-0.261799,0.00047438,-1.5,-nan,0,0,3,0.938536,-0.0558539,0,0,0,0,-0.0634336,-0.00680002
240,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13714e-13,0,0,-3.07113,-0.0490167,-0.0343162,0,0,0,0,0,0.928873,-0.0490167,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.18092,-0.261799,0.000448162,-1.5,-nan,0,0,3,0.929869,-0.0551372,0,0,0,0,-0.0809082,-0.000334229
250,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13715e-13,0,0,-3.05166,-0.0480645,-0.0394033,0,0,0,0,0,0.948341,-0.0480645,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.141136,-0.261799,0.000423393,-1.5,-nan,0,0,3,0.932587,-0.0498708,0,0,0,0,-0.0682641,0.0146997
260,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13716e-13,0,0,-3.06669,-0.0533948,-0.0287573,0,0,0,0,0,0.933313,-0.0533948,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.166512,-0.261799,0.00040174,-1.5,-nan,0,0,3,0.933172,-0.0531256,0,0,0,0,-0.062663,0.00488267
270,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13713e-13,0,0,-3.06669,-0.0533948,-0.0287573,0,0,0,0,0,0.933313,-0.0533948,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.166177,-0.261799,0.000385071,-1.5,-nan,0,0,3,0.931856,-0.0530231,0,0,0,0,-0.062663,0.00488267
280,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,0,-1.13717e-13,0,0,-3.0275,-0.0670302,-0.0272158,0,0,0,0,0,0.972499,-0.0670302,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.174871,-0.261799,0.000363059,-1.5,-nan,0,0,3,0.93093,-0.0541201,0,0,0,0,-0.0583852,0.00147984
290,-3.34207e-12,2.36722e-38,-1.59277e-06,-3.40794e-12,2.36698e-38,-3.90305e-12,-1.13723e-13,0,0,-3.07063,-0.0504177,0.0156401,0,0,0,0,0,0.929368,-0.0504177,-1368637120,197172516,-1368637120,197172516,1494518647,-1368637120,-1367083392,-1367083392,0.159689,-0.261799,0.000340878,-1.5,-nan,0,0,3,0.927284,-0.0519501,0,0,0,0,-0.0633323,0.0068669
