timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00779127,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00751401,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
30,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00159401,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
40,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00154042,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
50,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00148867,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
60,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00144155,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
70,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00139312,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
80,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00134903,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
90,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00130371,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
100,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00126245,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
110,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.0011405,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
120,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.0010393,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
130,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000830493,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
140,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000707769,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
150,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000683992,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
160,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000658305,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
170,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000624552,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
180,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000571675,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
190,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00055247,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
200,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000525198,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
210,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00047343,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
220,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000459385,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
230,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00044666,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
240,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.0004299,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
250,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000415457,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
260,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.0004015,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
270,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000388012,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
280,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000374215,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
290,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000361644,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
300,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000349495,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
310,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000337057,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
320,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000325072,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
330,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000314152,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
340,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000303598,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
350,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000292206,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
360,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000282383,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
370,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00027289,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
380,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000263716,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
390,-3.21239e-12,1.41218e-38,-1.56576e-06,-3.27827e-12,1.41206e-38,-3.40903e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00025382,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0
