timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
30,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,-3.40902e-12,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
40,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
50,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,-3.40902e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
60,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
70,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,-3.40902e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
80,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0,-1.5,nan,0,0,0,0,0
90,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,-3.40902e-12,-1.06591e-13,0,0,-3.28704,-0.336273,0.443797,0,0,0,0,0,1.35138,-0.295921,-1367821504,-1367821504,-1367821504,-1367821504,-1367821464,520561732,-423966206,-1367821464,0,-0.261799,0,-1.5,nan,0,0,0,0,0
100,-3.21152e-12,2.84962e-38,-1.55412e-06,-3.27738e-12,2.84938e-38,0,-1.06591e-13,0,0,-3.26956,-0.322915,0.43063,0,0,0,0,0,1.37079,-0.284165,-1367821504,-1367821504,-1367821504,-1367821504,-1367821464,520561732,-423966206,-1367821464,0,-0.261799,0,-1.5,nan,0,0,0,0,0
