timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy,detectionTimeStamppTermX,dTermX,pTermY,dTermY
7026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
8032,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
8097,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
8330,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
8395,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
8557,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13705e-13,0,0,-3.63539,0.27646,0.444425,0,0,0,0,0,-0.580481,0.27646,231,-64,231,-64,352,-54,224,61,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,17408,0,0,0,0,8548,0,0,0,0
8603,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13705e-13,0,0,-3.6145,0.277303,0.427998,0,0,0,0,0,-0.551868,0.277303,231,-64,231,-64,352,-54,223,63,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,17544,0,0,0,0,8595,0,0,0,0
8634,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13706e-13,0,0,-3.63539,0.27646,0.444425,0,0,0,0,0,-0.580481,0.27646,231,-64,231,-64,352,-54,224,61,0,-0,0,-1.5,-nan,0,0,0,0,0,0,0,0,0,0,0,17408,0,0,0,0,8632,0,0,0,0
8675,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13706e-13,0,0,-3.63934,0.279543,0.449061,0,0,0,0,0,-0.585902,0.279543,230,-64,230,-64,352,-54,224,63,-0.0150257,-0.261799,0,-1.5,-nan,0,0,0,-0.589368,0.279771,0,0,0,0,-0.315124,0.0207457,17024,-0.585902,0.279543,-0.315124,0.0207457,8666,0.294684,0.0945389,-0.0139886,-0.00103712
8696,-3.3422e-12,0,-1.60674e-06,-3.40794e-12,0,0,-1.13707e-13,0,0,-3.63934,0.279543,0.449061,0,0,0,0,0,-0.585902,0.279543,230,-64,230,-64,352,-54,224,63,-0.0150475,-0.261799,0,-1.5,-nan,0,0,0,-0.595986,0.280207,0,0,0,0,-0.315124,0.0207457,17024,-0.585902,0.279543,-0.315124,0.0207457,8666,0.297993,0.0945389,-0.0140104,-0.00103712
