timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.0141372,-1.5,3.94113e+12,0,0,0,0,0
20,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.626747,-1.5,3.94113e+12,0,0,0,0,0
30,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.648738,-1.5,3.94113e+12,0,0,0,0,0
40,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.694291,-1.5,3.94113e+12,0,0,0,0,0
50,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.727278,-1.5,3.94113e+12,0,0,0,0,0
60,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.788539,-1.5,3.94113e+12,0,0,0,0,0
70,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.821526,-1.5,3.94113e+12,0,0,0,0,0
80,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.856083,-1.5,3.94113e+12,0,0,0,0,0
90,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.88907,-1.5,3.94113e+12,0,0,0,0,0
100,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.918915,-1.5,3.94113e+12,0,0,0,0,0
110,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.950331,-1.5,3.94113e+12,0,0,0,0,0
120,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.986459,-1.5,3.94113e+12,0,0,0,0,0
130,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06592e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.01788,-1.5,3.94113e+12,0,0,0,0,0
140,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.054,-1.5,3.94113e+12,0,0,0,0,0
150,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.08542,-1.5,3.94113e+12,0,0,0,0,0
160,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.11998,-1.5,3.94113e+12,0,0,0,0,0
170,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.15296,-1.5,3.94113e+12,0,0,0,0,0
180,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.18752,-1.5,3.94113e+12,0,0,0,0,0
190,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.2535,-1.5,3.94113e+12,0,0,0,0,0
200,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.3069,-1.5,3.94113e+12,0,0,0,0,0
210,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.33832,-1.5,3.94113e+12,0,0,0,0,0
220,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.37445,-1.5,3.94113e+12,0,0,0,0,0
230,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.40586,-1.5,3.94113e+12,0,0,0,0,0
240,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.44042,-1.5,3.94113e+12,0,0,0,0,0
250,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.47184,-1.5,3.94113e+12,0,0,0,0,0
260,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.50797,-1.5,3.94113e+12,0,0,0,0,0
270,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.53467,-1.5,3.94113e+12,0,0,0,0,0
280,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.55823,-1.5,3.94113e+12,0,0,0,0,0
290,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.58022,-1.5,3.94113e+12,0,0,0,0,0
300,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.60536,-1.5,3.94113e+12,0,0,0,0,0
310,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.64148,-1.5,3.94113e+12,0,0,0,0,0
320,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.6729,-1.5,3.94113e+12,0,0,0,0,0
330,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.70903,-1.5,3.94113e+12,0,0,0,0,0
340,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.74044,-1.5,3.94113e+12,0,0,0,0,0
350,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.77657,-1.5,3.94113e+12,0,0,0,0,0
360,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.80956,-1.5,3.94113e+12,0,0,0,0,0
370,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.84412,-1.5,3.94113e+12,0,0,0,0,0
380,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.8771,-1.5,3.94113e+12,0,0,0,0,0
390,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.91166,-1.5,3.94113e+12,0,0,0,0,0
400,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,0,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.94308,-1.5,3.94113e+12,0,0,0,0,0
410,-3.20974e-12,0,-1.54806e-06,-3.27649e-12,0,-3.40902e-12,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.97921,-1.5,3.94113e+12,0,0,0,0,0
