timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy,detectionTimeStamppTermX,dTermX,pTermY,dTermY,vxcmd,vycmd
6084,1.27051,1.26855,6.55078,-0.00409768,-0.0164611,-0.00985274,-0.150943,-0.152863,0.243737,0,0,0,7.84834e-05,-4.6374e-05,0.0145695,-0.00864068,0.244463,0,0,0,0,0,0,0,0,0,0,-0.057519,-0.414003,0,-1.5,2.93796e-38,0,0,0,7.84834e-05,-4.6374e-05,0,0,0,0,0.0145695,-0.00864068,1.9603e-19,0,0,0,0,0,0,0,0,0,1,5.10114e-05
6098,1.2959,1.41016,6.54004,0.0493232,0.0131907,-0.0100301,-0.150637,-0.155211,0.239893,0,0,0,0.00054847,-0.000325027,0.0419321,-0.0247558,0.239094,0,0,0,0,0,0,0,0,0,0,-0.0506233,-0.408635,0,-1.5,2.93796e-38,0,0,0,0.00054847,-0.000325027,0,0,0,0,0.0419321,-0.0247558,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.000357529
6116,1.70312,-0.286133,4.08203,0.345829,0.192389,-0.267069,-0.102656,-0.165771,0.202703,0,0,0,0.00168111,-0.000992624,0.0747624,-0.044068,0.24065,0,0,0,0,0,0,0,0,0,0,-0.0441643,-0.401779,0,-1.5,2.93796e-38,0,0,0,0.00168111,-0.000992624,0,0,0,0,0.0747624,-0.044068,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00109189
6134,-0.333008,1.1123,-6.16602,-0.190627,-0.390076,-0.358428,-0.0184758,-0.0733634,-0.0514941,0,0,0,0.00336357,-0.00196819,0.0993026,-0.0580169,-0.065083,0,0,0,0,0,0,0,0,0,0,0.0296583,-0.398164,0,-1.5,2.93796e-38,0,0,0,0.00336357,-0.00196819,0,0,0,0,0.0993026,-0.0580169,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00216501
6150,-0.277344,0.52832,6.00391,0.0479063,-0.0818303,-0.352551,-0.0177725,-0.075278,-0.0564961,0,0,0,0.00503345,-0.00291397,0.10819,-0.0602084,-0.0514941,0,0,0,0,0,0,0,0,0,0,0.0273081,-0.396285,0,-1.5,2.93796e-38,0,0,0,0.00503345,-0.00291397,0,0,0,0,0.10819,-0.0602084,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00320536
6166,-0.18457,0.164062,1.97559,0.212612,0.238373,-0.191166,-0.0147253,-0.0724754,-0.059696,0,0,0,0.00675382,-0.00384392,0.118221,-0.0629329,-0.059696,0,0,0,0,0,0,0,0,0,0,0.0299123,-0.393495,0,-1.5,2.93796e-38,0,0,0,0.00675382,-0.00384392,0,0,0,0,0.118221,-0.0629329,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00422831
6182,-0.118164,0.484375,1.83105,0.288777,0.483174,0.151496,-0.0106468,-0.066256,-0.0587398,0,0,0,0.00875179,-0.00487586,0.128124,-0.0651475,-0.0587398,0,0,0,0,0,0,0,0,0,0,0.0303934,-0.391003,0,-1.5,2.93796e-38,0,0,0,0.00875179,-0.00487586,0,0,0,0,0.128124,-0.0651475,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00536345
6198,0.0595703,0.702148,-3.19141,0.165506,0.534684,0.533728,-0.00850554,-0.0587511,-0.0521726,0,0,0,0.0108972,-0.00593599,0.136935,-0.0667286,-0.0521726,0,0,0,0,0,0,0,0,0,0,0.0295416,-0.388962,0,-1.5,2.93796e-38,0,0,0,0.0108972,-0.00593599,0,0,0,0,0.136935,-0.0667286,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00652958
6213,0.301758,0.637695,-3.60742,0.145414,0.395926,0.873312,-0.00724892,-0.0527792,-0.0407674,0,0,0,0.0131712,-0.00701658,0.144621,-0.0678797,-0.0407674,0,0,0,0,0,0,0,0,0,0,0.0275992,-0.387341,0,-1.5,2.93796e-38,0,0,0,0.0131712,-0.00701658,0,0,0,0,0.144621,-0.0678797,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00771824
6229,0.107422,0.587891,-4.56836,0.203254,0.180039,1.03024,-0.00533691,-0.0497371,-0.0267563,0,0,0,0.0155587,-0.00811179,0.15151,-0.0686491,-0.0267563,0,0,0,0,0,0,0,0,0,0,0.025061,-0.385972,0,-1.5,2.93796e-38,0,0,0,0.0155587,-0.00811179,0,0,0,0,0.15151,-0.0686491,1.9603e-19,0,0,0,0,0,0,0,0,0,1,0.00892297
