timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT
110,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13708e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000633996,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
120,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13708e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000529261,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
130,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13709e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000509385,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
140,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13709e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000427236,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
150,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.1371e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000411192,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
160,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.1371e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000344763,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
170,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13711e-13,0,0,-3.35237,-0.00312892,0.443547,0,0,0,0,0,0.647628,-0.00312892,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0,-0.261799,0.000331137,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0
180,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13711e-13,0,0,-3.29988,0.00645608,0.421235,0,0,0,0,0,0.700123,0.00645608,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.00220199,-0.261799,0.000249766,-1.5,3.94113e+12,0,0,3,0.694272,0.00587633,0,0,0,0
190,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13712e-13,0,0,-3.3243,0.00880918,0.431593,0,0,0,0,0,0.675699,0.00880918,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0103656,-0.261799,0.000234017,-1.5,3.94113e+12,0,0,3,0.67324,0.00881263,0,0,0,0
200,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13712e-13,0,0,-3.3243,0.00880918,0.431593,0,0,0,0,0,0.675699,0.00880918,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0103672,-0.261799,0.000227994,-1.5,3.94113e+12,0,0,3,0.67224,0.00881403,0,0,0,0
210,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13713e-13,0,0,-3.30367,0.00921877,0.416082,0,0,0,0,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.010398,-0.261799,0.000117569,-1.5,3.94113e+12,0,0,3,0.680653,0.00884053,0,0,0,0
220,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13714e-13,0,0,-3.30367,0.00921877,0.416082,0,0,0,0,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0103995,-0.261799,0.000114773,-1.5,3.94113e+12,0,0,3,0.680092,0.00884182,0,0,0,0
230,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13714e-13,0,0,-3.30367,0.00921877,0.416082,0,0,0,0,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104094,-0.261799,9.69092e-05,-1.5,3.94113e+12,0,0,3,0.676394,0.00885033,0,0,0,0
240,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13715e-13,0,0,-3.30367,0.00921877,0.416082,0,0,0,0,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104197,-0.261799,8.12535e-05,-1.5,3.94113e+12,0,0,3,0.672557,0.00885916,0,0,0,0
250,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13715e-13,0,0,-3.30367,0.00921877,0.416082,0,0,0,0,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104224,-0.261799,7.78822e-05,-1.5,3.94113e+12,0,0,3,0.671574,0.00886142,0,0,0,0
260,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13716e-13,0,0,-3.30367,0.00921877,0.416082,0.667784,0.00887014,-0.0465911,0.000107222,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.010432,-0.261799,6.54752e-05,-1.5,3.94113e+12,0,0,3,0.667784,0.00887014,0,0,0,0
270,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13716e-13,0,0,-3.30367,0.00921877,0.416082,0.666859,0.00887227,-0.0461266,0.000106153,0,0.696333,0.00921877,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104334,-0.261799,6.28874e-05,-1.5,3.94113e+12,0,0,3,0.666859,0.00887227,0,0,0,0
280,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13717e-13,0,0,-3.30941,0.0093796,0.422138,0.662836,0.00888153,-0.0440358,0.000101341,0,0.690592,0.0093796,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104394,-0.261799,5.1614e-05,-1.5,3.94113e+12,0,0,3,0.662836,0.00888153,0,0,0,0
290,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13717e-13,0,0,-3.3165,0.016033,0.414008,0.659318,0.00888963,-0.0422159,9.7153e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104446,-0.261799,4.31888e-05,-1.5,3.94113e+12,0,0,3,0.659318,0.00888963,0,0,0,0
300,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13718e-13,0,0,-3.3165,0.016033,0.414008,0.658437,0.00889165,-0.0417741,9.61363e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.010446,-0.261799,4.13986e-05,-1.5,3.94113e+12,0,0,3,0.658437,0.00889165,0,0,0,0
310,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13718e-13,0,0,-3.25247,0.0106988,0.38448,0.65769,0.00889337,-0.0413992,9.52735e-05,0,0.747533,0.0106988,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104471,-0.261799,3.99253e-05,-1.5,3.94113e+12,0,0,3,0.65769,0.00889337,0,0,0,0
320,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13719e-13,0,0,-3.25247,0.0106988,0.38448,0.657113,0.0088947,-0.0411102,9.46083e-05,0,0.747533,0.0106988,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.010448,-0.261799,3.88189e-05,-1.5,3.94113e+12,0,0,3,0.657113,0.0088947,0,0,0,0
330,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13719e-13,0,0,-3.3165,0.016033,0.414008,0.654056,0.00890173,-0.039534,9.09811e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104526,-0.261799,3.29398e-05,-1.5,3.94113e+12,0,0,3,0.654056,0.00890173,0,0,0,0
340,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.1372e-13,0,0,-3.3165,0.016033,0.414008,0.650934,0.00890892,-0.0379199,8.72664e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104572,-0.261799,2.76276e-05,-1.5,3.94113e+12,0,0,3,0.650934,0.00890892,0,0,0,0
350,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13721e-13,0,0,-3.3165,0.016033,0.414008,0.647975,0.00891573,-0.0363899,8.37454e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104616,-0.261799,2.32187e-05,-1.5,3.94113e+12,0,0,3,0.647975,0.00891573,0,0,0,0
360,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13721e-13,0,0,-3.3165,0.016033,0.414008,0.647217,0.00891747,-0.036009,8.28687e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104628,-0.261799,2.22554e-05,-1.5,3.94113e+12,0,0,3,0.647217,0.00891747,0,0,0,0
370,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13722e-13,0,0,-3.3165,0.016033,0.414008,0.644373,0.00892402,-0.0345388,7.94853e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.010467,-0.261799,1.86663e-05,-1.5,3.94113e+12,0,0,3,0.644373,0.00892402,0,0,0,0
380,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13722e-13,0,0,-3.3165,0.016033,0.414008,0.641517,0.00893059,-0.0330598,7.60818e-05,0,0.683502,0.016033,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,-0.0104712,-0.261799,1.55093e-05,-1.5,3.94113e+12,0,0,3,0.641517,0.00893059,0,0,0,0
390,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13723e-13,0,0,-3.32927,0.00856626,0.426091,0.66042,-0.00606042,-0.01071,-0.0151914,0,0.670732,0.00856626,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0222457,-0.261799,-1.37669e-05,-1.5,3.94113e+12,0,0,3,0.66042,-0.00606042,0,0,0,0
400,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13723e-13,0,0,-3.31672,0.0159361,0.423659,0.660282,-0.00625712,-0.0106406,-0.0150929,0,0.683278,0.0159361,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0223762,-0.261799,-1.34125e-05,-1.5,3.94113e+12,0,0,3,0.660282,-0.00625712,0,0,0,0
410,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13724e-13,0,0,-3.29931,0.0869512,0.38247,0.658298,-0.00907021,-0.00954357,-0.0135369,0,0.70069,0.0869512,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0240946,-0.261799,-7.94588e-06,-1.5,3.94113e+12,0,0,3,0.658298,-0.00907021,0,0,0,0
420,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13724e-13,0,0,-3.29931,0.0869512,0.38247,0.658015,-0.00947159,-0.00940089,-0.0133345,0,0.70069,0.0869512,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0243594,-0.261799,-7.47545e-06,-1.5,3.94113e+12,0,0,3,0.658015,-0.00947159,0,0,0,0
430,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13725e-13,0,0,-3.28496,0.0843221,0.391883,0.657838,-0.00972328,-0.00931184,-0.0132082,0,0.715043,0.0843221,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0245261,-0.261799,-7.19472e-06,-1.5,3.94113e+12,0,0,3,0.657838,-0.00972328,0,0,0,0
440,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13725e-13,0,0,-3.363,-0.0152673,0.457507,0.656336,-0.0118539,-0.00852924,-0.0120981,0,0.636999,-0.0152673,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.261799,-0.261799,-4.94312e-06,-1.5,3.94113e+12,0,0,3,0.620118,-0.0423736,0,0,0,0
450,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13726e-13,0,0,-3.25189,-0.00220148,0.397868,0.656041,-0.0122722,-0.0083808,-0.0118876,0,0.748107,-0.00220148,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.205244,-0.261799,-4.60464e-06,-1.5,3.94113e+12,0,0,3,0.728916,-0.0055807,0,0,0,0
460,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13727e-13,0,0,-3.25189,-0.00220148,0.397868,0.655924,-0.0124379,-0.00832228,-0.0118046,0,0.748107,-0.00220148,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.208399,-0.261799,-4.47703e-06,-1.5,3.94113e+12,0,0,3,0.729781,-0.00836252,0,0,0,0
470,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13727e-13,0,0,-3.31299,-0.00107906,0.425625,0.65428,-0.0147699,-0.0074067,-0.0105059,0,0.687012,-0.00107906,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.257883,-0.261799,-2.53266e-06,-1.5,3.94113e+12,0,0,3,0.681049,-0.0519906,0,0,0,0
480,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13728e-13,0,0,-3.25456,-0.00756129,0.38215,0.654125,-0.0149891,-0.00732921,-0.010396,0,0.74544,-0.00756129,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.234548,-0.261799,-2.42776e-06,-1.5,3.94113e+12,0,0,3,0.746427,-0.0451552,0,0,0,0
490,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13728e-13,0,0,-3.25456,-0.00756129,0.38215,0.654045,-0.015103,-0.00728899,-0.0103389,0,0.74544,-0.00756129,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.23682,-0.261799,-2.37481e-06,-1.5,3.94113e+12,0,0,3,0.747152,-0.0471566,0,0,0,0
500,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13729e-13,0,0,-3.31427,-0.0108449,0.405321,0.65193,-0.0181027,-0.00601844,-0.00853673,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0572797,-0.261799,-7.38505e-07,-1.5,3.94113e+12,0,0,3,0.677554,-0.0211568,0,0,0,0
510,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13729e-13,0,0,-3.31427,-0.0108449,0.405321,0.651864,-0.0181963,-0.00598541,-0.00848989,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0576505,-0.261799,-7.22399e-07,-1.5,3.94113e+12,0,0,3,0.677346,-0.0215156,0,0,0,0
520,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.1373e-13,0,0,-3.31427,-0.0108449,0.405321,0.651799,-0.0182894,-0.00595256,-0.00844329,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.058021,-0.261799,-7.06644e-07,-1.5,3.94113e+12,0,0,3,0.677138,-0.021874,0,0,0,0
530,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.1373e-13,0,0,-3.31427,-0.0108449,0.405321,0.651542,-0.018654,-0.00582207,-0.0082582,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0594955,-0.261799,-6.45336e-07,-1.5,3.94113e+12,0,0,3,0.676311,-0.0232997,0,0,0,0
540,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13731e-13,0,0,-3.31427,-0.0108449,0.405321,0.651273,-0.0190346,-0.00568579,-0.0080649,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0610645,-0.261799,-5.85629e-07,-1.5,3.94113e+12,0,0,3,0.675435,-0.0248138,0,0,0,0
550,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13731e-13,0,0,-3.31427,-0.0108449,0.405321,0.651172,-0.0191789,-0.00563477,-0.00799252,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0616654,-0.261799,-5.64789e-07,-1.5,3.94113e+12,0,0,3,0.6751,-0.0253921,0,0,0,0
560,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13732e-13,0,0,-3.31427,-0.0108449,0.405321,0.651093,-0.0192903,-0.00559543,-0.00793672,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0621323,-0.261799,-5.49143e-07,-1.5,3.94113e+12,0,0,3,0.674841,-0.0258412,0,0,0,0
570,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13732e-13,0,0,-3.31427,-0.0108449,0.405321,0.674508,-0.0264168,-0.0184328,-0.0318857,0,0.685725,-0.0108449,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0626347,-0.261799,-5.29601e-07,-1.5,3.94113e+12,0,0,3,0.674508,-0.0264168,0,0,0,0
580,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13733e-13,0,0,-3.23809,0.0112709,0.356854,0.674124,-0.0270814,-0.0182399,-0.0315519,0,0.761912,0.0112709,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0630745,-0.261799,-5.07628e-07,-1.5,3.94113e+12,0,0,3,0.674124,-0.0270814,0,0,0,0
590,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13734e-13,0,0,-3.20627,0.00580758,0.354584,0.673744,-0.0277391,-0.0180489,-0.0312216,0,0.793732,0.00580758,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0635098,-0.261799,-4.86566e-07,-1.5,3.94113e+12,0,0,3,0.673744,-0.0277391,0,0,0,0
600,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13734e-13,0,0,-3.33763,-0.025929,0.475474,0.673367,-0.0283898,-0.01786,-0.0308948,0,0.662372,-0.025929,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0639404,-0.261799,-4.66378e-07,-1.5,3.94113e+12,0,0,3,0.673367,-0.0283898,0,0,0,0
610,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13735e-13,0,0,-3.33763,-0.025929,0.475474,0.672995,-0.0290338,-0.017673,-0.0305714,0,0.662372,-0.025929,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0643666,-0.261799,-4.47027e-07,-1.5,3.94113e+12,0,0,3,0.672995,-0.0290338,0,0,0,0
620,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13735e-13,0,0,-3.24454,-0.0158759,0.442046,0.672609,-0.0297012,-0.0174793,-0.0302362,0,0.755465,-0.0158759,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0648083,-0.261799,-4.28498e-07,-1.5,3.94113e+12,0,0,3,0.672609,-0.0297012,0,0,0,0
630,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13736e-13,0,0,-3.24454,-0.0158759,0.442046,0.672262,-0.0303017,-0.017305,-0.0299348,0,0.755465,-0.0158759,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.0652058,-0.261799,-4.11562e-07,-1.5,3.94113e+12,0,0,3,0.672262,-0.0303017,0,0,0,0
640,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13736e-13,0,0,-3.35709,-0.0603949,0.507197,0.670533,-0.0332933,-0.0164004,-0.0283699,0,0.642907,-0.0603949,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.261799,-0.261799,-3.26596e-07,-1.5,3.94113e+12,0,0,3,0.49221,-0.12637,0,0,0,0
650,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13737e-13,0,0,-3.35709,-0.0603949,0.507197,0.670272,-0.0337448,-0.0162695,-0.0281435,0,0.642907,-0.0603949,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.261799,-0.261799,-3.1626e-07,-1.5,3.94113e+12,0,0,3,0.46925,-0.136419,0,0,0,0
660,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13737e-13,0,0,-3.35709,-0.0603949,0.507197,0.670013,-0.0341927,-0.0161397,-0.027919,0,0.642907,-0.0603949,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.261799,-0.261799,-3.0625e-07,-1.5,3.94113e+12,0,0,3,0.446292,-0.146464,0,0,0,0
670,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,-3.40903e-12,-1.13738e-13,0,0,-3.35709,-0.0603949,0.507197,0.669708,-0.0347197,-0.0159868,-0.0276546,0,0.642907,-0.0603949,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.261799,-0.261799,-2.94749e-07,-1.5,3.94113e+12,0,0,3,0.419032,-0.158388,0,0,0,0
680,-3.21068e-12,0,-1.57041e-06,-3.27738e-12,0,0,-1.13738e-13,0,0,-3.35709,-0.0603949,0.507197,0.669485,-0.0351052,-0.0158752,-0.0274615,0,0.642907,-0.0603949,-1368604256,-436093444,-1368604256,-436093444,-1450951726,-1368604256,-1368604208,-1368604208,0.261799,-0.261799,-2.86581e-07,-1.5,3.94113e+12,0,0,3,0.398947,-0.167171,0,0,0,0
