timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OTfiltered_vx,filtered_vy
110,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06591e-13,0,0,-3.29961,-0.00370815,0.0237744,0,0,0,0,0,0.0993588,-0.00370815,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0,-0.261799,0.000898987,-1.5,0,0,0,3,0,0,0,0,0,0,0,0
120,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06592e-13,0,0,-3.29961,-0.00370815,0.0237744,0,0,0,0,0,0.0993588,-0.00370815,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0,-0.261799,0.000861723,-1.5,0,0,0,3,0,0,0,0,0,0,0,0
130,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06592e-13,0,0,-3.31231,0.0145991,0.0479288,0,0,0,0,0,0.0877676,0.0145991,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0,-0.261799,0.000822577,-1.5,0,0,0,3,0,0,0,0,0,0,0,0
140,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06592e-13,0,0,-3.26059,0.0223739,0.0218257,0,0,0,0,0,0.149515,0.0223739,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0,-0.261799,0.000786829,-1.5,0,0,0,3,0,0,0,0,0,0,0,0
150,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06593e-13,0,0,-3.24906,0.0099287,0.0488318,0,0,0,0,0,0.160765,0.0099287,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,-0.261799,-0.261799,0.000745109,-1.5,0,0,0,3,0.166029,0.0420357,0,0,0,0,0.584827,0.401264
160,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06593e-13,0,0,-3.24906,0.0099287,0.0488318,0,0,0,0,0,0.160765,0.0099287,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,-0.261799,-0.261799,0.000711296,-1.5,0,0,0,3,0.17948,0.0512648,0,0,0,0,0.584827,0.401264
170,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06593e-13,0,0,-3.24802,0.0104519,0.092059,0,0,0,0,0,0.162071,0.0104519,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,-0.0289742,-0.261799,0.000677584,-1.5,0,0,0,3,0.173056,0.0108444,0,0,0,0,0.457751,0.0163514
180,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06593e-13,0,0,-3.31436,-0.0142606,0.217272,0,0,0,0,0,0.0802934,-0.0142606,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.069653,-0.261799,0.000642843,-1.5,0,0,0,3,0.184958,0.00384973,0,0,0,0,0.457751,-0.074134
190,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06594e-13,0,0,-3.24162,-0.075956,0.303622,0,0,0,0,0,0.154159,-0.075956,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000613739,-1.5,0,0,0,3,0.156049,-0.026144,0,0,0,0,0.269952,-0.242519
200,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06594e-13,0,0,-3.24162,-0.075956,0.303622,0,0,0,0,0,0.154159,-0.075956,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.00059673,-1.5,0,0,0,3,0.159828,-0.0295393,0,0,0,0,0.269952,-0.242519
210,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06597e-13,0,0,-3.24162,-0.075956,0.303622,0,0,0,0,0,0.154159,-0.075956,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000569714,-1.5,0,0,0,3,0.160284,-0.0799234,0,0,0,0,0.243918,-0.526089
220,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06594e-13,0,0,-3.24162,-0.075956,0.303622,0,0,0,0,0,0.154159,-0.075956,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000546076,-1.5,0,0,0,3,0.165406,-0.0909712,0,0,0,0,0.243918,-0.526089
230,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06597e-13,0,0,-3.12168,-0.139796,0.364535,0,0,0,0,0,0.282248,-0.139796,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.00051912,-1.5,0,0,0,3,0.180096,-0.104123,0,0,0,0,0.278538,-0.526089
240,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06594e-13,0,0,-3.0988,-0.140263,0.366722,0,0,0,0,0,0.308764,-0.140263,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000491484,-1.5,0,0,0,3,0.255613,-0.159569,0,0,0,0,0.509606,-0.710441
250,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06595e-13,0,0,-3.08992,-0.122632,0.345831,0,0,0,0,0,0.322297,-0.122632,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000468268,-1.5,0,0,0,3,0.326098,-0.128129,0,0,0,0,0.693293,-0.493095
260,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06597e-13,0,0,-3.08992,-0.122632,0.345831,0,0,0,0,0,0.322297,-0.122632,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000450682,-1.5,0,0,0,3,0.339271,-0.137498,0,0,0,0,0.693293,-0.493095
270,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06595e-13,0,0,-3.10411,-0.102534,0.328884,0,0,0,0,0,0.309453,-0.102534,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000426689,-1.5,0,0,0,3,0.328223,-0.149732,0,0,0,0,0.6017,-0.486754
280,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06596e-13,0,0,-3.10248,-0.0848833,0.302975,0,0,0,0,0,0.31457,-0.0848833,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000404035,-1.5,0,0,0,3,0.342832,-0.150459,0,0,0,0,0.596826,-0.44221
290,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06595e-13,0,0,-3.10248,-0.0848833,0.302975,0,0,0,0,0,0.31457,-0.0848833,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.00038808,-1.5,0,0,0,3,0.354769,-0.159303,0,0,0,0,0.596826,-0.44221
300,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06596e-13,0,0,-3.12738,-0.106698,0.323542,0,0,0,0,0,0.281617,-0.106698,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000353647,-1.5,0,0,0,3,0.358242,-0.14878,0,0,0,0,0.534969,-0.370532
310,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06596e-13,0,0,-3.12738,-0.106698,0.323542,0,0,0,0,0,0.281617,-0.106698,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000338974,-1.5,0,0,0,3,0.369476,-0.156561,0,0,0,0,0.534969,-0.370532
320,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.066e-13,0,0,-3.12178,-0.131466,0.301748,0,0,0,0,0,0.283639,-0.131466,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000322241,-1.5,0,0,0,3,0.37265,-0.146662,0,0,0,0,0.522714,-0.328298
330,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06601e-13,0,0,-3.14483,-0.13197,0.276187,0,0,0,0,0,0.256744,-0.13197,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000305066,-1.5,0,0,0,3,0.327841,-0.148837,0,0,0,0,0.395273,-0.319075
340,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06601e-13,0,0,-3.17997,-0.156281,0.299686,0,0,0,0,0,0.211514,-0.156281,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000291846,-1.5,0,0,0,3,0.33695,-0.155476,0,0,0,0,0.394935,-0.316686
350,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06598e-13,0,0,-3.17997,-0.156281,0.299686,0,0,0,0,0,0.211514,-0.156281,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000279749,-1.5,0,0,0,3,0.345243,-0.162126,0,0,0,0,0.394935,-0.316686
360,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.066e-13,0,0,-3.12,-0.183327,0.307463,0,0,0,0,0,0.276295,-0.183327,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000253458,-1.5,0,0,0,3,0.286081,-0.178369,0,0,0,0,0.245285,-0.320167
370,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06598e-13,0,0,-3.12,-0.183327,0.307463,0,0,0,0,0,0.276295,-0.183327,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000242942,-1.5,0,0,0,3,0.291232,-0.185093,0,0,0,0,0.245285,-0.320167
380,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06598e-13,0,0,-3.1187,-0.183765,0.326071,0,0,0,0,0,0.277719,-0.183765,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000229993,-1.5,0,0,0,3,0.293125,-0.194423,0,0,0,0,0.232971,-0.318108
390,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06598e-13,0,0,-3.11412,-0.200782,0.343368,0,0,0,0,0,0.279951,-0.200782,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000217282,-1.5,0,0,0,3,0.295781,-0.20282,0,0,0,0,0.220571,-0.31903
400,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.066e-13,0,0,-3.13287,-0.198392,0.378607,0,0,0,0,0,0.25861,-0.198392,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000206179,-1.5,0,0,0,3,0.295944,-0.211161,0,0,0,0,0.218206,-0.319572
410,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06599e-13,0,0,-3.13287,-0.198392,0.378607,0,0,0,0,0,0.25861,-0.198392,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000197633,-1.5,0,0,0,3,0.300526,-0.217872,0,0,0,0,0.218206,-0.319572
420,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06601e-13,0,0,-3.09045,-0.21106,0.409764,0,0,0,0,0,0.305547,-0.21106,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000187488,-1.5,0,0,0,3,0.311438,-0.225233,0,0,0,0,0.225345,-0.31879
430,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06602e-13,0,0,-3.08365,-0.223627,0.433819,0,0,0,0,0,0.311139,-0.223627,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000177864,-1.5,0,0,0,3,0.318257,-0.23272,0,0,0,0,0.229272,-0.317766
440,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06599e-13,0,0,-3.09582,-0.218189,0.447307,0,0,0,0,0,0.298019,-0.218189,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000168426,-1.5,0,0,0,3,0.319405,-0.240833,0,0,0,0,0.217236,-0.314065
450,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06601e-13,0,0,-3.09582,-0.218189,0.447307,0,0,0,0,0,0.298019,-0.218189,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000161444,-1.5,0,0,0,3,0.323967,-0.247428,0,0,0,0,0.217236,-0.314065
460,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06602e-13,0,0,-3.03063,-0.240806,0.445192,0,0,0,0,0,0.369486,-0.240806,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000151581,-1.5,0,0,0,3,0.333471,-0.255616,0,0,0,0,0.225997,-0.309649
470,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06602e-13,0,0,-3.02939,-0.238307,0.472739,0,0,0,0,0,0.371388,-0.238307,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000138517,-1.5,0,0,0,3,0.352582,-0.260437,0,0,0,0,0.235679,-0.277902
480,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06599e-13,0,0,-3.02939,-0.238307,0.472739,0,0,0,0,0,0.371388,-0.238307,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000134406,-1.5,0,0,0,3,0.356117,-0.264606,0,0,0,0,0.235679,-0.277902
490,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06603e-13,0,0,-3.01699,-0.240201,0.47275,0,0,0,0,0,0.385414,-0.240201,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000127242,-1.5,0,0,0,3,0.3686,-0.268489,0,0,0,0,0.243327,-0.268939
500,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06603e-13,0,0,-3.01699,-0.240201,0.47275,0,0,0,0,0,0.385414,-0.240201,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000120001,-1.5,0,0,0,3,0.387364,-0.272135,0,0,0,0,0.261431,-0.264254
510,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06603e-13,0,0,-3.01699,-0.240201,0.47275,0,0,0,0,0,0.385414,-0.240201,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000115022,-1.5,0,0,0,3,0.392854,-0.277684,0,0,0,0,0.261431,-0.264254
520,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06603e-13,0,0,-2.98646,-0.246116,0.506548,0,0,0,0,0,0.419723,-0.246116,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000108898,-1.5,0,0,0,3,0.399777,-0.280201,0,0,0,0,0.258752,-0.254762
530,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06604e-13,0,0,-2.99115,-0.27234,0.576046,0,0,0,0,0,0.409414,-0.27234,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,0.000102673,-1.5,0,0,0,3,0.410888,-0.284843,0,0,0,0,0.256549,-0.247423
540,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06604e-13,0,0,-2.94215,-0.265517,0.570395,0,0,0,0,0,0.467464,-0.265517,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,9.68039e-05,-1.5,0,0,0,3,0.418936,-0.285969,0,0,0,0,0.263181,-0.237908
550,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06604e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,9.16672e-05,-1.5,0,0,0,3,0.433861,-0.290097,0,0,0,0,0.286419,-0.230945
560,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06604e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,8.78638e-05,-1.5,0,0,0,3,0.439876,-0.294947,0,0,0,0,0.286419,-0.230945
570,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06605e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,8.42183e-05,-1.5,0,0,0,3,0.445891,-0.299797,0,0,0,0,0.286419,-0.230945
580,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06605e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,8.05583e-05,-1.5,0,0,0,3,0.452192,-0.304878,0,0,0,0,0.286419,-0.230945
590,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06605e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,7.73744e-05,-1.5,0,0,0,3,0.45792,-0.309496,0,0,0,0,0.286419,-0.230945
600,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06606e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,7.37072e-05,-1.5,0,0,0,3,0.464794,-0.315039,0,0,0,0,0.286419,-0.230945
610,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06606e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,7.07941e-05,-1.5,0,0,0,3,0.470523,-0.319658,0,0,0,0,0.286419,-0.230945
620,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06606e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,6.77206e-05,-1.5,0,0,0,3,0.476824,-0.324739,0,0,0,0,0.286419,-0.230945
630,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06606e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,6.47804e-05,-1.5,0,0,0,3,0.483125,-0.32982,0,0,0,0,0.286419,-0.230945
640,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06607e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,6.18407e-05,-1.5,0,0,0,3,0.489713,-0.335131,0,0,0,0,0.286419,-0.230945
650,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06607e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,5.92773e-05,-1.5,0,0,0,3,0.495728,-0.339981,0,0,0,0,0.286419,-0.230945
660,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06607e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,5.67038e-05,-1.5,0,0,0,3,0.502029,-0.345062,0,0,0,0,0.286419,-0.230945
670,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06607e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,5.44627e-05,-1.5,0,0,0,3,0.507757,-0.349681,0,0,0,0,0.286419,-0.230945
680,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06608e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,5.20982e-05,-1.5,0,0,0,3,0.514059,-0.354762,0,0,0,0,0.286419,-0.230945
690,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06608e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,4.99366e-05,-1.5,0,0,0,3,0.520074,-0.359612,0,0,0,0,0.286419,-0.230945
700,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06608e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,4.71767e-05,-1.5,0,0,0,3,0.528094,-0.366078,0,0,0,0,0.286419,-0.230945
710,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06609e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,4.51285e-05,-1.5,0,0,0,3,0.534395,-0.371159,0,0,0,0,0.286419,-0.230945
720,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06609e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,4.32561e-05,-1.5,0,0,0,3,0.54041,-0.376009,0,0,0,0,0.286419,-0.230945
730,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,-3.5911e-12,-1.06609e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,4.12082e-05,-1.5,0,0,0,3,0.547284,-0.381552,0,0,0,0,0.286419,-0.230945
740,-3.1147e-12,0,-1.49917e-06,-3.18057e-12,0,0,-1.06609e-13,0,0,-2.92873,-0.267339,0.601586,0,0,0,0,0,0.482679,-0.267339,-1367900288,21203136,-1367900288,21203136,250341897,-1367900288,-1367900256,-1367900256,0.261799,-0.261799,4.00661e-05,-1.5,0,0,0,3,0.551294,-0.384785,0,0,0,0,0.286419,-0.230945
