timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArea
110,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13707e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000937572,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
120,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000874767,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
130,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000692127,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
140,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000561243,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
150,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000542375,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
160,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000523089,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
170,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000494276,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
180,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13711e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000450486,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
190,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13711e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00042031,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
200,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13712e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000401236,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
210,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13712e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000385393,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
220,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13713e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000373954,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
230,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13714e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000362118,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
240,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13714e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000322213,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
250,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13715e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000313917,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
260,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13715e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000303372,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
270,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13716e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000293776,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
280,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13716e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000285056,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
290,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13717e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000276034,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
300,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13717e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00026405,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
310,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13718e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000255698,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
320,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13718e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00024761,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
330,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13719e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000239292,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
340,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13719e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000231723,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
350,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.1372e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000224394,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
360,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13721e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00021685,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
370,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13721e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000209987,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
380,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13722e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000202933,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
390,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13722e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000194919,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
400,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13723e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000188754,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
410,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13723e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000182413,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
420,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13724e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000175927,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
430,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13724e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000170705,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
440,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13725e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000165302,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
450,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13725e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000159094,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
460,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13726e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00015375,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
470,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13727e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000149186,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
480,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13727e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00014329,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
490,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13728e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000138758,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
500,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13728e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000134914,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
510,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13729e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000105949,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
520,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13729e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.86244e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
530,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.1373e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.56471e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
540,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.1373e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.22652e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
550,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13731e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.98234e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
560,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13731e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.69828e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
570,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13732e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.42454e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
580,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13732e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.20417e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
590,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13733e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.9763e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
600,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13734e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.71431e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
610,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13734e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.5018e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
620,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13735e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.29615e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
630,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13735e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.04753e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
640,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13736e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.82061e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
650,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13736e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.63651e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
660,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13737e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.44702e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
670,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13737e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.25333e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
680,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13738e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.08717e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
690,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13738e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.90628e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
700,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13739e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.76065e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
710,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.1374e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.59137e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
720,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.1374e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.41007e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
730,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13741e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.2879e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
740,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13741e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.17751e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
750,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13742e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-4.05358e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
760,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13742e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-3.93326e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
770,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13743e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-3.80878e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
780,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13743e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-3.67334e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
790,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13744e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-3.56431e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
800,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13744e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-3.45157e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
810,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13745e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-3.31528e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
820,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13745e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-2.61783e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
830,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13746e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-2.27792e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
840,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13747e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-2.20134e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
850,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13747e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-2.13167e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
860,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13748e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-2.06425e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
870,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13748e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.98266e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
880,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13749e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.91995e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
890,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13749e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.85922e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
900,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.1375e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.79306e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
910,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.1375e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.73631e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
920,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13751e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.67452e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
930,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13751e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.62156e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
940,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13752e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.5639e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
950,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13753e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.49901e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
960,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,0,-1.13753e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.45748e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
970,-3.71585e-12,0,-1.57926e-06,-3.84759e-12,0,-3.40903e-12,-1.13754e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-1.41996e-05,-1.5,0,0,0,3,0,0,0,0,0,0,0,0,1.9603e-19
