timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OTfiltered_vx,filtered_vy
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00779127,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00752934,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
30,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,-3.59732e-12,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00178952,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
40,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00174697,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
50,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,-3.59732e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00167456,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
60,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00161172,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
70,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,-3.59732e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00154802,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
80,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00148386,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
90,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,-3.59732e-12,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00130576,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
100,-3.1147e-12,0,-1.50289e-06,-3.18057e-12,0,0,-1.06591e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00125673,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
