timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy,detectionTimeStamp
7164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.0141372,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.0361283,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7730,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.901636,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7781,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.983318,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7825,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.05243,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7843,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.08071,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7867,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.11841,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
7902,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.17338,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8010,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.34303,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8120,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.51582,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8137,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13707e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.54252,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8154,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.56923,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8174,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.60064,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8191,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.62735,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8210,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.65719,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8227,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,0,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.68389,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
8244,-3.72299e-12,1.56594e-38,-1.58299e-06,-3.85292e-12,1.56583e-38,-3.40903e-12,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,1.7106,-1.5,-nan,0,0,2,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0
