timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy,detectionTimeStamppTermX,dTermX,pTermY,dTermY,vxcmd,vycmd
6596,0,0,0,0,0,59.0134,-28.5963,2.57317,2.21044,59.0134,-28.5963,5,0,-1.5,0,0,0.030426,0.179605,-2.26547,-0.0783488,-0.860334,25635,0,0,0,0
6613,0,0,0,0,0,61.6749,-26.3125,2.64186,2.26473,61.6749,-26.3125,5,0,-1.5,0,0,0.0299789,0.181213,-2.26885,-0.0755818,-0.860581,25635,0,0,0,0
6628,0,0,0,0,0,64.394,-23.98,2.68513,2.30729,64.394,-23.98,5,0,-1.5,0,0,0.0284622,0.182331,-2.27327,-0.0717947,-0.860905,25635,0,0,0,0
6644,0,0,0,0,0,66.2268,-22.4034,2.70646,2.32901,66.2268,-22.4034,5,0,-1.5,0,0,0.0282455,0.182911,-2.2752,-0.0701156,-0.861044,25635,0,0,0,0
6660,0,0,0,0,0,66.2268,-22.4034,2.70646,2.32901,66.2268,-22.4034,5,0,-1.5,0,0,0.0282366,0.182926,-2.27525,-0.0701156,-0.861044,25635,0,0,0,0
6675,0,0,0,0,0,66.2268,-22.4034,2.70646,2.32901,66.2268,-22.4034,5,0,-1.5,0,0,0.0281711,0.18295,-2.27535,-0.0701156,-0.861044,25635,0,0,0,0
6690,0,0,0,0,0,66.2268,-22.4034,2.70646,2.32901,66.2268,-22.4034,5,0,-1.5,0,0,0.0281681,0.182949,-2.27537,-0.0701156,-0.861044,25635,0,0,0,0
6705,0,0,0,0,0,66.6875,-22.007,2.71107,2.33372,66.6875,-22.007,5,0,-1.5,0,0,0.0281752,0.182947,-2.27542,-0.069744,-0.861074,25635,0,0,0,0
6721,0,0,0,0,0,66.6875,-22.007,2.71107,2.33372,66.6875,-22.007,5,0,-1.5,0,0,0.0281981,0.182951,-2.27546,-0.069744,-0.861074,25635,0,0,0,0
6736,0,0,0,0,0,66.6875,-22.007,2.71107,2.33372,66.6875,-22.007,5,0,-1.5,0,0,0.028169,0.182982,-2.27553,-0.069744,-0.861074,25635,0,0,0,0
