timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OTfiltered_vx,filtered_vy
150,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06593e-13,0,0,-3.12051,-0.173341,-0.0642472,0,0,0,0,0,0.879494,-0.173341,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0,-0.261799,0.00124261,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0,0,0
160,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06593e-13,0,0,-3.12051,-0.173341,-0.0642472,0,0,0,0,0,0.879494,-0.173341,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0,-0.261799,0.00119842,-1.5,3.94113e+12,0,0,3,0,0,0,0,0,0,0,0
170,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06593e-13,0,0,-3.14395,-0.159572,-0.0638796,0,0,0,0,0,0.856055,-0.159572,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0201533,-0.261799,0.00114169,-1.5,3.94113e+12,0,0,3,0.842951,-0.152997,0,0,0,0,-0.761306,0.360138
180,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06593e-13,0,0,-3.14395,-0.159572,-0.0638796,0,0,0,0,0,0.856055,-0.159572,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0329579,-0.261799,0.00110555,-1.5,3.94113e+12,0,0,3,0.83077,-0.147234,0,0,0,0,-0.761306,0.360138
190,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06594e-13,0,0,-3.09859,-0.151991,-0.0950397,0,0,0,0,0,0.901412,-0.151991,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.000471988,-0.261799,0.00106186,-1.5,3.94113e+12,0,0,3,0.825253,-0.145514,0,0,0,0,-0.697008,0.32383
200,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06594e-13,0,0,-3.09859,-0.151991,-0.0950397,0,0,0,0,0,0.901412,-0.151991,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0127052,-0.261799,0.00102616,-1.5,3.94113e+12,0,0,3,0.813404,-0.140009,0,0,0,0,-0.697008,0.32383
210,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06594e-13,0,0,-3.12761,-0.144642,-0.0834894,0,0,0,0,0,0.872393,-0.144642,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0249385,-0.261799,0.000991663,-1.5,3.94113e+12,0,0,3,0.868199,-0.134504,0,0,0,0,-0.246708,0.32383
220,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06594e-13,0,0,-3.09055,-0.136027,-0.110611,0,0,0,0,0,0.909451,-0.136027,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.0197201,-0.261799,0.000950612,-1.5,3.94113e+12,0,0,3,0.89878,-0.13407,0,0,0,0,-0.0351009,0.278208
230,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06597e-13,0,0,-3.09969,-0.139074,-0.0993861,0,0,0,0,0,0.900305,-0.139074,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.00310019,-0.261799,0.000881591,-1.5,3.94113e+12,0,0,3,0.904057,-0.123784,0,0,0,0,0.00610511,0.278169
240,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06595e-13,0,0,-3.09969,-0.139074,-0.0993861,0,0,0,0,0,0.900305,-0.139074,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0136085,-0.261799,0.000851954,-1.5,3.94113e+12,0,0,3,0.90416,-0.119055,0,0,0,0,0.00610511,0.278169
250,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06598e-13,0,0,-3.07434,-0.142507,-0.104795,0,0,0,0,0,0.925658,-0.142507,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0265894,-0.261799,0.000816605,-1.5,3.94113e+12,0,0,3,0.898909,-0.113214,0,0,0,0,-0.0220522,0.278169
260,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06598e-13,0,0,-3.07434,-0.142507,-0.104795,0,0,0,0,0,0.925658,-0.142507,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,-0.0377158,-0.261799,0.000787546,-1.5,3.94113e+12,0,0,3,0.898512,-0.108206,0,0,0,0,-0.0220522,0.278169
270,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06595e-13,0,0,-3.11152,-0.154228,-0.0888212,0,0,0,0,0,0.888479,-0.154228,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.0596636,-0.261799,0.000754901,-1.5,3.94113e+12,0,0,3,0.897836,-0.120769,0,0,0,0,-0.0148383,0.208706
280,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06596e-13,0,0,-3.17014,-0.18002,-0.0595091,0,0,0,0,0,0.82986,-0.18002,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.124244,-0.261799,0.000723672,-1.5,3.94113e+12,0,0,3,0.884743,-0.127816,0,0,0,0,-0.0741866,0.159785
290,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06595e-13,0,0,-3.17014,-0.18002,-0.0595091,0,0,0,0,0,0.82986,-0.18002,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.117853,-0.261799,0.000697939,-1.5,3.94113e+12,0,0,3,0.883407,-0.12494,0,0,0,0,-0.0741866,0.159785
300,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06596e-13,0,0,-3.17014,-0.18002,-0.0595091,0,0,0,0,0,0.82986,-0.18002,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.111462,-0.261799,0.000673121,-1.5,3.94113e+12,0,0,3,0.882072,-0.122064,0,0,0,0,-0.0741866,0.159785
310,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06596e-13,0,0,-3.17014,-0.18002,-0.0595091,0,0,0,0,0,0.82986,-0.18002,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.105426,-0.261799,0.000650492,-1.5,3.94113e+12,0,0,3,0.880811,-0.119347,0,0,0,0,-0.0741866,0.159785
320,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06596e-13,0,0,-3.17014,-0.18002,-0.0595091,0,0,0,0,0,0.82986,-0.18002,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.0990345,-0.261799,0.000627344,-1.5,3.94113e+12,0,0,3,0.879475,-0.116471,0,0,0,0,-0.0741866,0.159785
330,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06597e-13,0,0,-3.17014,-0.18002,-0.0595091,0,0,0,0,0,0.82986,-0.18002,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.0940636,-0.261799,0.000609958,-1.5,3.94113e+12,0,0,3,0.878437,-0.114234,0,0,0,0,-0.0741866,0.159785
340,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06597e-13,0,0,-3.11064,-0.207253,-0.0912777,0,0,0,0,0,0.889361,-0.207253,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.20949,-0.261799,0.000588288,-1.5,3.94113e+12,0,0,3,0.887418,-0.132196,0,0,0,0,-0.0429867,0.0842717
350,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06598e-13,0,0,-3.11064,-0.207253,-0.0912777,0,0,0,0,0,0.889361,-0.207253,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.20612,-0.261799,0.00056737,-1.5,3.94113e+12,0,0,3,0.886644,-0.130679,0,0,0,0,-0.0429867,0.0842717
360,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06599e-13,0,0,-3.10409,-0.231114,-0.0929703,0,0,0,0,0,0.895909,-0.231114,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000543829,-1.5,3.94113e+12,0,0,3,0.887315,-0.18134,0,0,0,0,-0.0406742,-0.0568121
370,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06598e-13,0,0,-3.10409,-0.231114,-0.0929703,0,0,0,0,0,0.895909,-0.231114,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000524476,-1.5,3.94113e+12,0,0,3,0.886583,-0.182363,0,0,0,0,-0.0406742,-0.0568121
380,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06599e-13,0,0,-3.10409,-0.231114,-0.0929703,0,0,0,0,0,0.895909,-0.231114,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000505827,-1.5,3.94113e+12,0,0,3,0.885851,-0.183385,0,0,0,0,-0.0406742,-0.0568121
390,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.066e-13,0,0,-3.10934,-0.32882,-0.0595197,0,0,0,0,0,0.890664,-0.32882,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000483928,-1.5,3.94113e+12,0,0,3,0.887781,-0.205328,0,0,0,0,-0.0344611,-0.105865
400,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06599e-13,0,0,-3.10934,-0.32882,-0.0595197,0,0,0,0,0,0.890664,-0.32882,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.00046767,-1.5,3.94113e+12,0,0,3,0.887161,-0.207234,0,0,0,0,-0.0344611,-0.105865
410,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06603e-13,0,0,-3.08443,-0.339494,-0.0696963,0,0,0,0,0,0.915572,-0.339494,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000447411,-1.5,3.94113e+12,0,0,3,0.89055,-0.237039,0,0,0,0,-0.0239304,-0.187062
420,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.066e-13,0,0,-3.08443,-0.339494,-0.0696963,0,0,0,0,0,0.915572,-0.339494,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.00043237,-1.5,3.94113e+12,0,0,3,0.890144,-0.240219,0,0,0,0,-0.0239304,-0.187062
430,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06603e-13,0,0,-3.10735,-0.335359,-0.0580059,0,0,0,0,0,0.892647,-0.335359,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000413598,-1.5,3.94113e+12,0,0,3,0.889346,-0.272827,0,0,0,0,-0.0226233,-0.242525
440,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06604e-13,0,0,-3.11363,-0.360529,-0.0549287,0,0,0,0,0,0.886367,-0.360529,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000395687,-1.5,3.94113e+12,0,0,3,0.887566,-0.348041,0,0,0,0,-0.0277557,-0.386979
450,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06603e-13,0,0,-3.11363,-0.360529,-0.0549287,0,0,0,0,0,0.886367,-0.360529,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000382385,-1.5,3.94113e+12,0,0,3,0.887094,-0.354619,0,0,0,0,-0.0277557,-0.386979
460,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.066e-13,0,0,-3.11363,-0.360529,-0.0549287,0,0,0,0,0,0.886367,-0.360529,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000371035,-1.5,3.94113e+12,0,0,3,0.886678,-0.360424,0,0,0,0,-0.0277557,-0.386979
470,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06601e-13,0,0,-3.11363,-0.360529,-0.0549287,0,0,0,0,0,0.886367,-0.360529,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000360753,-1.5,3.94113e+12,0,0,3,0.88629,-0.365842,0,0,0,0,-0.0277557,-0.386979
480,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06605e-13,0,0,-3.08758,-0.372797,-0.0704177,0,0,0,0,0,0.912417,-0.372797,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.00034512,-1.5,3.94113e+12,0,0,3,0.890376,-0.376528,0,0,0,0,-0.0199991,-0.379719
490,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06604e-13,0,0,-3.08758,-0.372797,-0.0704177,0,0,0,0,0,0.912417,-0.372797,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000332848,-1.5,3.94113e+12,0,0,3,0.890016,-0.383363,0,0,0,0,-0.0199991,-0.379719
500,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06605e-13,0,0,-3.09986,-0.354154,-0.0690042,0,0,0,0,0,0.900139,-0.354154,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000318398,-1.5,3.94113e+12,0,0,3,0.89308,-0.387778,0,0,0,0,-0.0133242,-0.381132
510,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06604e-13,0,0,-3.09986,-0.354154,-0.0690042,0,0,0,0,0,0.900139,-0.354154,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000307694,-1.5,3.94113e+12,0,0,3,0.892853,-0.394257,0,0,0,0,-0.0133242,-0.381132
520,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06605e-13,0,0,-3.16167,-0.324593,-0.0488919,0,0,0,0,0,0.838334,-0.324593,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000294322,-1.5,3.94113e+12,0,0,3,0.888835,-0.376413,0,0,0,0,-0.0186498,-0.342372
530,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06601e-13,0,0,-3.18283,-0.294219,-0.0543997,0,0,0,0,0,0.81717,-0.294219,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000281568,-1.5,3.94113e+12,0,0,3,0.883083,-0.355959,0,0,0,0,-0.0248082,-0.30029
540,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06605e-13,0,0,-3.18283,-0.294219,-0.0543997,0,0,0,0,0,0.81717,-0.294219,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000271556,-1.5,3.94113e+12,0,0,3,0.882636,-0.361365,0,0,0,0,-0.0248082,-0.30029
550,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06601e-13,0,0,-3.14422,-0.240876,-0.114524,0,0,0,0,0,0.855782,-0.240876,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000259766,-1.5,3.94113e+12,0,0,3,0.883204,-0.349307,0,0,0,0,-0.0259059,-0.273287
560,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06602e-13,0,0,-3.14382,-0.218272,-0.126709,0,0,0,0,0,0.856184,-0.218272,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000248513,-1.5,3.94113e+12,0,0,3,0.875227,-0.332778,0,0,0,0,-0.0367266,-0.242438
570,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06602e-13,0,0,-3.14382,-0.218272,-0.126709,0,0,0,0,0,0.856184,-0.218272,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000240158,-1.5,3.94113e+12,0,0,3,0.874602,-0.3369,0,0,0,0,-0.0367266,-0.242438
580,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06606e-13,0,0,-3.13352,-0.203678,-0.149809,0,0,0,0,0,0.866482,-0.203678,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000229287,-1.5,3.94113e+12,0,0,3,0.866617,-0.320778,0,0,0,0,-0.0460387,-0.204561
590,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06606e-13,0,0,-3.13352,-0.203678,-0.149809,0,0,0,0,0,0.866482,-0.203678,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000222485,-1.5,3.94113e+12,0,0,3,0.865927,-0.323846,0,0,0,0,-0.0460387,-0.204561
600,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06602e-13,0,0,-3.11546,-0.209518,-0.14952,0,0,0,0,0,0.884535,-0.209518,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000202443,-1.5,3.94113e+12,0,0,3,0.865732,-0.278522,0,0,0,0,-0.0433348,-0.135466
610,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06602e-13,0,0,-3.11546,-0.209518,-0.14952,0,0,0,0,0,0.884535,-0.209518,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000194051,-1.5,3.94113e+12,0,0,3,0.864821,-0.281366,0,0,0,0,-0.0433348,-0.135466
620,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06606e-13,0,0,-3.11401,-0.222738,-0.138478,0,0,0,0,0,0.885986,-0.222738,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000182958,-1.5,3.94113e+12,0,0,3,0.873146,-0.258991,0,0,0,0,-0.0313586,-0.0904926
630,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06607e-13,0,0,-3.12068,-0.220993,-0.135241,0,0,0,0,0,0.879317,-0.220993,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000172126,-1.5,3.94113e+12,0,0,3,0.875477,-0.240124,0,0,0,0,-0.0287063,-0.0681568
640,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06607e-13,0,0,-3.13,-0.221329,-0.133433,0,0,0,0,0,0.869997,-0.221329,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000164334,-1.5,3.94113e+12,0,0,3,0.87171,-0.234109,0,0,0,0,-0.0314668,-0.0605407
650,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06607e-13,0,0,-3.13,-0.221329,-0.133433,0,0,0,0,0,0.869997,-0.221329,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000158486,-1.5,3.94113e+12,0,0,3,0.871143,-0.235198,0,0,0,0,-0.0314668,-0.0605407
660,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06607e-13,0,0,-3.1546,-0.220904,-0.103742,0,0,0,0,0,0.8454,-0.220904,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000151287,-1.5,3.94113e+12,0,0,3,0.870337,-0.228497,0,0,0,0,-0.0308746,-0.0511349
670,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06608e-13,0,0,-3.15991,-0.228461,-0.0782613,0,0,0,0,0,0.840089,-0.228461,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000144145,-1.5,3.94113e+12,0,0,3,0.862584,-0.234532,0,0,0,0,-0.0375532,-0.0640724
680,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06608e-13,0,0,-3.15991,-0.228461,-0.0782613,0,0,0,0,0,0.840089,-0.228461,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000139019,-1.5,3.94113e+12,0,0,3,0.861908,-0.235686,0,0,0,0,-0.0375532,-0.0640724
690,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,-3.40903e-12,-1.06608e-13,0,0,-3.17847,-0.194585,-0.0423725,0,0,0,0,0,0.821531,-0.194585,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.000132704,-1.5,3.94113e+12,0,0,3,0.854117,-0.234836,0,0,0,0,-0.0461342,-0.0676272
700,-3.2124e-12,0,-1.5611e-06,-3.27827e-12,0,0,-1.06609e-13,0,0,-3.18284,-0.169513,-0.0127178,0,0,0,0,0,0.817159,-0.169513,-1367817872,-353988274,-1367817872,-353988274,-723738912,-1367817872,-1367817824,-1367817824,0.261799,-0.261799,0.0001267,-1.5,3.94113e+12,0,0,3,0.850144,-0.229621,0,0,0,0,-0.0513364,-0.0632832
