timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArea
180,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06593e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000559557,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
190,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000516578,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
200,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000501245,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
210,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000475516,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
220,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06594e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00045485,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
230,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000442245,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
240,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000425651,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
250,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06595e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000411351,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
260,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000399142,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
270,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000386517,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
280,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00037505,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
290,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06596e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000363924,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
300,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000351699,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
310,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000340567,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
320,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000329795,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
330,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06597e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000306408,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
340,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000297313,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
350,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000286733,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
360,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06598e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000277658,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
370,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000268876,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
380,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000260895,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
390,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000253151,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
400,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06599e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000245144,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
410,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000235464,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
420,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000228941,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
430,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000222599,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
440,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.066e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000216868,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
450,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06601e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000210431,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
460,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06601e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000204185,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
470,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06601e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000197727,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
480,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00019108,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
490,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000185036,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
500,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000179183,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
510,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06602e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000173865,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
520,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000168704,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
530,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000163697,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
540,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000157871,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
550,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06603e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000152568,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
560,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06604e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000148039,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
570,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06604e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000143357,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
580,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06604e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000139102,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
590,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000134973,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
600,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000130436,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
610,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000126307,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
620,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06605e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00012231,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
630,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000118922,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
640,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.00011586,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
650,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000112421,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
660,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06606e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000109084,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
670,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000105205,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
680,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-0.000101878,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
690,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-9.88538e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
700,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06607e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-9.5727e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
710,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06608e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-9.28857e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
720,-3.21241e-12,3.85598e-38,3.85733e-38,-3.27827e-12,3.85564e-38,0,-1.06608e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-9.01301e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
730,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06608e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.71002e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
740,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.43435e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
750,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-8.1674e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
760,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.90907e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
770,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06609e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.64318e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
780,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.41632e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
790,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-7.18174e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
800,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.95458e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
810,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.0661e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.7346e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
820,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06611e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.52159e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
830,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06611e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.35374e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
840,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06611e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.19021e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
850,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-6.03089e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
860,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,0,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.82829e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
870,-3.21239e-12,3.85588e-38,-1.55365e-06,-3.27827e-12,3.85564e-38,-3.40903e-12,-1.06612e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,-5.64394e-05,-1.5,9.84106e-12,0,0,3,0,0,0,0,0,0,0,0,-0.474866
