timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OTfiltered_vx,filtered_vy
260,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13715e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000506638,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
270,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13716e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00048462,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
280,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13716e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000464513,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
290,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13717e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000446171,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
300,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13717e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000424146,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
310,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13718e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000405732,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
320,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13718e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000390495,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
330,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13719e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000372756,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
340,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13719e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00035729,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
350,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.1372e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000343872,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
360,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13721e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000328251,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
370,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13721e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000314632,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
380,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13722e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000300972,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
390,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13722e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000287314,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
400,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13723e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000275393,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
410,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13723e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000263437,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
420,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13724e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000251988,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
430,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13724e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000241048,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
440,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13725e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000231046,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
450,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13725e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000220551,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
460,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13726e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000210975,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
470,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13727e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000203052,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
480,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13727e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000197025,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
490,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13728e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000190793,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
500,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13728e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00018326,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
510,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13729e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000175663,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
520,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13729e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000169066,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
530,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.1373e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000162058,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
540,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.1373e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000155341,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
550,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13731e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000149512,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
560,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13731e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000143608,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
570,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13732e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00013765,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
580,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13732e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00013248,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
590,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13733e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000127245,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
600,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13734e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00012172,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
610,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13734e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000117389,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
620,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13735e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000112523,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
630,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13735e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000107854,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
640,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13736e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.000103804,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
650,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13736e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,9.97011e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
660,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13737e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,9.53725e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
670,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13737e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,9.14154e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
680,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13738e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,8.76261e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
690,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13738e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,8.46803e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
700,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13739e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,8.18335e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
710,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.1374e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,7.92451e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
720,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.1374e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,7.72056e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
730,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13741e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,7.43062e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
740,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13741e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,7.13694e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
750,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13742e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,6.85487e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
760,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13742e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,6.57046e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
770,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13743e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,6.31101e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
780,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13743e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,6.06158e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
790,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13744e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,5.81008e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
800,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13744e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,5.58066e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
810,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13745e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,5.3601e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
820,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13745e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,5.13771e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
830,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13746e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,4.94476e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
840,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13747e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,4.7398e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
850,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13747e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,4.54314e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
860,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13748e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,4.37252e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
870,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13748e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,4.19971e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
880,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13749e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,4.0172e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
890,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13749e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,3.85068e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
900,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.1375e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,3.08597e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
910,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.1375e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,2.97624e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
920,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13751e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,2.82346e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
930,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,-3.40903e-12,-1.13751e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,2.73966e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
940,-3.2124e-12,4.85894e-38,-1.57181e-06,-3.27827e-12,4.85847e-38,0,-1.13752e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,2.66373e-05,-1.5,nan,0,0,3,0,0,0,0,0,0,0,0
