timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OT,filtered_vx,filtered_vygateArearansac_corr_x,ransac_corr_y,ransac_corr_vx,ransac_corr_vy,detectionTimeStamppTermX,dTermX,pTermY,dTermY
8134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
9095,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.06589e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
9134,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
9370,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,1.9603e-19,0,0,0,0,0,0,0,0,0
9442,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,4.4,0,-1367830216,576215614,-1367830216,576215614,-2057981145,-1367830216,-1367821920,-1367821920,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9442,0,0,0,0
9598,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.0659e-13,0,0,0,0,0,0,0,0,0,0,4.4,0,-1367830216,576215614,-1367830216,576215614,-2057981145,-1367830216,-1367821920,-1367821920,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9442,0,0,0,0
9669,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.06591e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
9780,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.06591e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
9825,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.06591e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
9854,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.06591e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
9871,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.06592e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
9980,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.06592e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
10078,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.06592e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
10099,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.06593e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
10210,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.06593e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
10251,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,0,-1.06593e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
10268,-3.21252e-12,0,-1.56203e-06,-3.27827e-12,0,-3.40904e-12,-1.06593e-13,0,0,-3.52436,0.0805573,0.530524,0,0,0,0,0,-0.428378,0.0805573,245,-71,245,-71,375,-85,250,54,0,-0,0,-1.5,3.94113e+12,0,0,0,0,0,0,0,0,0,0,0,18070,0,0,0,0,9660,0,0,0,0
