timestamp,A_x,A_y,A_z,P,Q,R,Phi,Theta,Psi,poseX,poseY,poseZ,state_X,state_Y,state_Z,state_VzB,state_Bx,state_By,state_Bz,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,roll,pitch,yaw,alt,targetHeading,highLevelState,lowLevelState,gateNumber,filtered_x,filtered_y,x_OT,y_OT,vx_OT,vy_OTfiltered_vx,filtered_vy
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00779127,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00757544,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
30,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00228231,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
40,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.13703e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00222357,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
50,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00216634,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
60,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.13704e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00210208,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
70,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00203972,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
80,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.13705e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00198319,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
90,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00192433,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
100,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.13706e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00186721,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
110,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13707e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00178981,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
120,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00174375,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
130,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13708e-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.261799,0.00169887,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
140,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,-1666130499,-1368598944,-1666130499,-1368598944,-1368598904,-1368598904,-1368598864,1455021719,0,-0.261799,0.00164847,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
150,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,-3.40903e-12,-1.13709e-13,0,0,0,0,0,0,0,0,0,0,0,0,-1666130499,-1368598944,-1666130499,-1368598944,-1368598904,-1368598904,-1368598864,1455021719,0,-0.261799,0.00159309,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
160,-3.72118e-12,1.06296e-37,-1.58066e-06,-3.85292e-12,1.06286e-37,0,-1.1371e-13,0,0,0,0,0,0,0,0,0,0,0,0,-1666130499,-1368598944,-1666130499,-1368598944,-1368598904,-1368598904,-1368598864,1455021719,0,-0.261799,0.00154583,-1.5,-nan,0,0,3,0,0,0,0,0,0,0,0
