150788,143.073425,-10.513660,1.798671,-0.885897,0.205603,-1.129716,0.206301
150788,142.921417,-10.424455,1.903137,-0.890682,0.236971,-1.075927,0.310483
150788,142.771408,-10.329057,2.004680,-1.157362,0.428423,-1.015481,0.411745
150788,142.688416,-10.272653,2.056466,-1.229770,0.521542,-0.978414,0.463375
150788,142.555420,-10.178561,2.134921,-1.229770,0.521542,-0.915310,0.541581
150788,142.409409,-10.068198,2.212679,-0.675865,0.487953,-0.838967,0.619065
150788,142.262405,-9.949304,2.284790,-0.740641,0.582195,-0.754324,0.690901
150788,142.054413,-9.765880,2.391531,-0.984225,0.891133,-0.619362,0.797252
150788,141.912415,-9.635379,2.470682,-0.325269,0.877520,-0.521946,0.876136
150788,141.764404,-9.514657,2.558953,-0.721128,1.063110,-0.435710,0.964130
150788,141.628418,-9.433897,2.645045,-0.744065,1.143543,-0.386634,1.049967
150788,141.477417,-9.374837,2.737979,-0.223228,1.047709,-0.362757,1.142618
150788,141.334412,-9.333938,2.804828,-0.332839,1.118810,-0.355177,1.209199
-1,-0.232997,-9.383945,-0.001874,1.592369,0.000000,-0.355177,1.209199
