60260,52.233002,2.626606,0.628274,-0.023546,-0.458920,-0.031720,-0.457283,60257
60260,52.054008,2.568199,0.605190,-0.071388,-0.447714,-0.033094,-0.456619,60091
60260,51.935013,2.529404,0.589827,-0.023369,-0.458921,-0.033972,-0.456192,59967
60260,51.724033,2.460662,0.562559,-0.071023,-0.447828,-0.035489,-0.455468,59755
60260,51.565044,2.408866,0.542002,-0.071208,-0.447830,-0.036625,-0.454929,59595
60260,51.252094,2.306965,0.501514,-0.023373,-0.459035,-0.038809,-0.453896,59276
60260,51.072109,2.248416,0.478217,-0.023560,-0.459263,-0.040008,-0.453312,59103
60260,50.949116,2.208417,0.462292,-0.040832,-0.463345,-0.040818,-0.452918,58985
60260,50.786125,2.155463,0.441208,-0.092007,-0.451607,-0.041837,-0.452376,58845
60260,50.679131,2.120751,0.427383,-0.114580,-0.451271,-0.042457,-0.452005,58703
60260,50.497135,2.061765,0.403889,0.001407,-0.459860,-0.043453,-0.451352,58584
60260,50.389137,2.026818,0.389968,-0.046853,-0.450581,-0.043988,-0.450943,58413
-1,0.318635,2.658326,0.132681,1.085557,0.000000,0.000000,0.000000,0.000000
