103551,95.844948,-1.706744,1.327716,0.386680,0.324548,0.387789,0.324683
103551,95.697952,-1.690086,1.314317,0.386680,0.324548,0.383815,0.323959
103551,95.546959,-1.672926,1.300607,0.350245,0.312350,0.379782,0.323268
103551,95.402969,-1.656510,1.287593,0.337277,0.323159,0.375987,0.322670
103551,95.261978,-1.640399,1.274923,0.395431,0.323018,0.372309,0.322157
103551,95.115990,-1.623675,1.261896,0.423308,0.318480,0.368542,0.321717
103551,94.973007,-1.607252,1.249232,0.290040,0.321411,0.364896,0.321382
103551,94.832016,-1.591013,1.236836,0.363821,0.319226,0.361345,0.321144
103551,94.692024,-1.574838,1.224592,0.340379,0.313841,0.357871,0.320970
103551,94.544037,-1.557703,1.211750,0.354764,0.320640,0.354235,0.320888
103551,94.389061,-1.539719,1.198408,0.386819,0.324741,0.350466,0.320909
103551,94.245071,-1.522974,1.186111,0.337426,0.323661,0.347000,0.321028
103551,94.103088,-1.506423,1.174070,0.363963,0.319622,0.343622,0.321230
103551,94.025108,-1.497320,1.167502,0.326626,0.325321,0.341781,0.321385
-1,-0.140360,-2.094534,0.086225,1.003033,0.000000,0.341781,0.321385
