156190,148.476547,-1.237168,-0.364810,-0.018831,0.991222,-0.566970,1.076638
156190,148.334549,-1.182734,-0.208240,-0.590870,1.273577,-0.595789,1.171259
156190,148.196548,-1.160821,-0.044498,-0.862527,1.342948,-0.654786,1.274796
156190,148.057541,-1.162604,0.131387,-0.739685,1.390901,-0.738068,1.390037
156190,147.805527,-1.190530,0.463192,-0.251602,1.564466,-0.913750,1.611896
156190,147.679520,-1.208696,0.593624,-0.816571,1.829272,-1.005793,1.687356
156190,147.546524,-1.231276,0.694262,-1.180572,1.921570,-1.106348,1.729971
156190,147.410522,-1.258017,0.748728,-0.515548,1.702740,-1.212826,1.725105
156190,147.249512,-1.294201,0.750051,-0.670349,1.290727,-1.343411,1.656184
156190,147.108505,-1.325756,0.716511,-1.482708,1.468936,-1.457636,1.561128
156190,146.970490,-1.344625,0.673689,-1.999628,1.534991,-1.557424,1.458094
156190,146.892502,-1.343877,0.647568,-1.962552,1.328729,-1.602400,1.397950
156190,146.758499,-1.330559,0.600683,-1.962552,1.328729,-1.667647,1.292603
156190,146.620514,-1.307536,0.548485,-1.445234,1.177738,-1.725525,1.180207
156190,146.553513,-1.295383,0.521264,-1.512909,1.208247,-1.752654,1.123755
-1,-0.586297,-0.670198,-0.436267,-1.441448,0.000000,-1.752654,1.123755
