180533,172.816254,-2.982711,0.478182,-0.180512,0.332328,-0.328962,0.403284
180533,172.646255,-2.705083,0.475145,-0.204194,0.400686,-0.250316,0.408733
180533,172.497269,-2.442380,0.472133,-0.151052,0.410995,-0.162000,0.413159
180533,172.336273,-2.142778,0.469739,-0.348869,0.446673,-0.050842,0.418801
180533,172.192276,-1.877323,0.467952,-0.284682,0.505115,0.046066,0.424203
180533,172.037262,-1.598494,0.466387,-0.121891,0.493876,0.143452,0.430376
180533,171.883240,-1.332613,0.465343,0.163739,0.429018,0.229052,0.437021
180533,171.734238,-1.091342,0.464998,-0.051760,0.482860,0.295917,0.444114
180533,171.595230,-0.882854,0.465284,-0.012457,0.498370,0.341697,0.451339
180533,171.525223,-0.785865,0.465771,0.442380,0.447473,0.356743,0.455320
180533,171.453232,-0.690801,0.466452,0.474726,0.440059,0.367543,0.459595
180533,171.393219,-0.615418,0.467154,0.386319,0.487902,0.372681,0.463293
180533,171.325226,-0.534433,0.468133,0.406788,0.464511,0.374081,0.467666
180533,171.248230,-0.448594,0.469566,0.431566,0.475906,0.369797,0.472942
180533,171.188232,-0.386214,0.470923,0.357865,0.457267,0.361950,0.477295
180533,171.121231,-0.321493,0.472715,0.303760,0.478629,0.348247,0.482431
180533,170.985245,-0.207506,0.477244,0.160911,0.507483,0.303063,0.493749
180533,170.919250,-0.161295,0.479921,0.453771,0.470348,0.272029,0.499720
-1,-1.170491,-2.653749,0.049919,0.074898,0.000000,0.272028,0.499720
