193995,186.280563,-4.480326,2.337615,-0.199342,0.924864,-2.201449,1.230929
193995,186.144562,-4.436541,2.274912,-0.939051,1.185881,-2.113759,1.185862
193995,186.000549,-4.445136,2.205211,-2.091557,1.228913,-2.075863,1.134835
193995,185.861542,-4.495432,2.134222,-2.043199,1.161499,-2.081284,1.081871
193995,185.724548,-4.556735,2.058635,-2.099414,1.061603,-2.098361,1.024047
193995,185.589554,-4.612471,1.977633,-2.813961,1.133907,-2.110518,0.960551
193995,185.379562,-4.657797,1.838151,-1.121282,0.555219,-2.088053,0.848298
193995,185.245544,-4.657875,1.740460,-0.607296,0.476711,-2.044866,0.767985
193995,185.099518,-4.629113,1.626140,-0.943649,0.552815,-1.968963,0.672601
193995,184.958511,-4.566389,1.507186,-0.560406,0.463742,-1.860718,0.571930
193995,184.882523,-4.510749,1.438110,-1.848774,0.512767,-1.780548,0.512708
193995,184.739502,-4.378567,1.301784,-1.848774,0.512767,-1.602194,0.394927
193995,184.597488,-4.200364,1.155792,-1.376158,0.477790,-1.378146,0.267351
-1,0.322826,-2.278877,0.129670,1.106686,0.000000,-1.378145,0.267351
