93321,85.615753,-0.519309,0.617063,0.371257,0.295396,0.397186,0.311813
93321,85.466759,-0.502227,0.609747,0.425889,0.313197,0.395491,0.313230
93321,85.321770,-0.485592,0.602663,0.350283,0.333921,0.393854,0.314643
93321,85.240784,-0.476292,0.598725,0.392995,0.318647,0.392947,0.315451
93321,85.094788,-0.459521,0.591645,0.392995,0.318647,0.391319,0.316928
93321,84.945801,-0.442390,0.584448,0.409096,0.316143,0.389674,0.318463
93321,84.798813,-0.425468,0.577356,0.382924,0.320318,0.388071,0.319986
93321,84.629829,-0.405976,0.569202,0.387129,0.310936,0.386266,0.321736
93321,84.476837,-0.388290,0.561808,0.301566,0.323453,0.384671,0.323308
93321,84.346848,-0.373231,0.555515,0.438609,0.302764,0.383349,0.324634
93321,84.200859,-0.356282,0.548459,0.360487,0.332561,0.381899,0.326134
93321,84.037872,-0.337326,0.540597,0.387060,0.345635,0.380314,0.327825
93321,83.899879,-0.321247,0.533968,0.417492,0.331838,0.379003,0.329283
93321,83.819893,-0.311908,0.530138,0.354807,0.324394,0.378261,0.330141
-1,-0.126026,-0.916495,0.058609,0.305250,0.000000,0.378261,0.330141
