84443,76.374992,-2.228393,-0.014098,-1.001022,-0.004970,-1.000269,-0.003841,84439
84443,76.252991,-2.154302,-0.021926,-0.985933,0.013003,-0.987832,-0.013383,84278
84443,76.100998,-2.082189,-0.021445,-1.021014,-0.020828,-0.992529,-0.015037,84156
84443,75.981003,-2.047004,-0.020989,-1.177529,-0.014965,-1.017983,-0.016266,84017
84443,75.879005,-2.033802,-0.021193,-1.231843,-0.013478,-1.056326,-0.017902,83904
84443,75.768005,-2.030914,-0.021647,-1.136130,-0.020218,-1.109531,-0.019916,83793
84443,75.731010,-2.032333,-0.021779,-1.105177,-0.037059,-1.129646,-0.020567,83763
84443,75.700012,-2.033910,-0.021856,-1.146657,-0.016679,-1.146888,-0.021079,83731
84443,75.589020,-2.040625,-0.022031,-1.075126,-0.035384,-1.209693,-0.022814,83694
84443,75.564026,-2.042231,-0.021979,-1.311283,-0.010450,-1.223929,-0.023113,83589
84443,75.477036,-2.047887,-0.021743,-1.178028,-0.035330,-1.273546,-0.024099,83567
-1,-0.505350,-1.228123,-0.014045,-0.010257,0.000000,0.000000,0.000000,0.000000
